countyear,statefip,serialno,avgincomes,ginicoefficient,ginirank,incrank,knownincscount,knownincsavg,unknownincscount,unknownincsavg,blackpercent,whitepercent,otherpercent,blackcount,othercount,whitecount,totalcount,allareas,totalpop,populationdensity,violentcrime,propertycrime,Racial diversity,State Name
1983,37,187,10578,60.82,14,44,2275,9767,663,13362,25,72,1,740,54,2144,2938,53821,6077056,112,410,3774.1,25.40778533,North Carolina
1983,38,188,11544,60.94,13,26,1560,10987,479,13362,1,95,3,21,77,1941,2039,70704,676688,9,54,2621.8,31.68420567,North Dakota
1983,39,189,12163,58.8,26,15,4487,11789,1401,13362,10,88,0,628,52,5208,5888,44828,10737632,239,398,4107.2,29.52211977,Ohio
1983,40,190,12065,59.56,23,17,1834,11685,539,13362,6,88,5,143,120,2110,2373,69903,3290402,47,423,4505.7,29.44863702,Oklahoma
1983,41,191,11768,57.02,39,21,1597,11344,425,13362,1,95,2,38,60,1924,2022,98386,2653066,26,488,5763,31.67543738,Oregon
1983,42,192,11192,59.68,22,31,5037,10653,1254,13362,8,90,1,545,64,5682,6291,46058,11837723,257,343,2852.6,30.12012985,Pennsylvania
1983,44,193,11168,52.67,50,33,1197,10617,301,13362,1,97,0,28,8,1462,1498,1545,956382,619,355,4650.3,32.3350515,Rhode Island
1983,45,194,9938,60.19,17,51,1362,8744,475,13362,32,66,0,596,17,1224,1837,32007,3234066,101,617,4154.1,24.44949443,South Carolina
1983,46,195,10395,58.2,29,47,1796,9389,609,13362,0,93,6,9,146,2250,2405,77121,693008,8,120,2427.6,31.06444913,South Dakota
1983,47,196,10588,62.37,8,45,1819,9749,551,13362,18,80,1,427,27,1916,2370,42146,4659749,110,402,3609.6,27.33536578,Tennessee
1983,48,197,11854,62.62,7,22,6583,11309,2382,13362,9,88,2,824,180,7961,8965,268601,15751676,58,512,5395,29.49387884,Texas
1983,49,198,11559,59.97,18,32,1810,10637,927,13362,0,96,3,6,103,2628,2737,84904,1594943,18,256,4862,32.01562119,Utah
1983,50,199,10829,53.92,49,41,1251,10050,385,13362,0,98,0,4,13,1619,1636,9615,523302,54,133,4000.2,32.66666667,Vermont
1983,51,200,13115,58.96,25,5,2312,13049,621,13362,19,78,1,579,46,2308,2933,42769,5564657,130,293,3669,26.76232842,Virginia
1983,53,201,12635,58.18,30,12,1782,12401,574,13362,3,92,3,77,88,2191,2356,71303,4300266,60,372,5706,30.69925804,Washington
1983,54,202,9957,66.33,1,49,1512,8881,478,13362,2,97,0,54,1,1935,1990,24231,1945061,80,172,2247.2,32.34020546,West Virginia
1983,55,203,12132,57.67,34,16,1959,11771,577,13362,4,94,0,109,25,2402,2536,65503,4721438,72,191,4064.8,31.3616893,Wisconsin
1983,56,204,12758,55.42,44,9,1187,12570,372,13362,0,97,1,10,30,1519,1559,97818,510345,5,237,3776.7,32.3350515,Wyoming
